# BLASTN 2.12.0+
# Query: OX335166.1 Apilactobacillus kunkeei strain H3B2-03M genome assembly, chromosome: 1
# Database: User specified sequence set (Input: fna/new_isolate.fna)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 622 hits found
OX335166.1	OX335140.1	98.242	1877	18	14	80893	82766	437795	439659	0.0	3269
OX335166.1	OX335140.1	99.599	1497	5	1	579094	580590	186821	188316	0.0	2730
OX335166.1	OX335140.1	99.599	1497	5	1	186825	188320	579089	580585	0.0	2730
OX335166.1	OX335140.1	99.797	1477	1	2	533108	534583	76566	75091	0.0	2710
OX335166.1	OX335140.1	99.797	1477	1	2	75091	76566	534579	533104	0.0	2710
OX335166.1	OX335140.1	99.595	1483	5	1	186826	188307	113321	111839	0.0	2704
OX335166.1	OX335140.1	99.463	1489	7	1	111841	113329	188303	186816	0.0	2704
OX335166.1	OX335140.1	99.662	1481	0	1	579097	580577	534580	533105	0.0	2702
OX335166.1	OX335140.1	99.662	1481	0	1	533109	534584	580572	579092	0.0	2702
OX335166.1	OX335140.1	100.000	1462	0	0	579116	580577	113300	111839	0.0	2700
OX335166.1	OX335140.1	99.529	1485	3	3	111841	113323	580572	579090	0.0	2700
OX335166.1	OX335140.1	99.528	1484	3	1	186824	188307	75086	76565	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	579117	580577	75105	76565	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	111841	113301	76565	75105	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	533109	534569	111839	113299	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	75105	76565	113299	111839	0.0	2699
OX335166.1	OX335140.1	99.528	1484	3	1	75086	76565	186820	188303	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	533109	534569	188303	186843	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	111841	113301	533105	534565	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	186847	188307	534565	533105	0.0	2699
OX335166.1	OX335140.1	100.000	1461	0	0	75105	76565	579112	580572	0.0	2699
OX335166.1	OX335140.1	98.997	1495	14	1	1090758	1092251	533085	534579	0.0	2676
OX335166.1	OX335140.1	98.997	1495	14	1	533089	534583	1090741	1092234	0.0	2676
OX335166.1	OX335140.1	99.931	1448	1	0	1498727	1500174	171592	170145	0.0	2669
OX335166.1	OX335140.1	99.862	1451	2	0	170149	171599	1468195	1466745	0.0	2669
OX335166.1	OX335140.1	99.189	1480	12	0	1090776	1092255	76566	75087	0.0	2667
OX335166.1	OX335140.1	99.255	1477	11	0	75090	76566	1092235	1090759	0.0	2667
OX335166.1	OX335140.1	99.658	1460	2	3	1463555	1465013	390086	388629	0.0	2665
OX335166.1	OX335140.1	99.862	1450	1	1	388643	390091	1433025	1431576	0.0	2665
OX335166.1	OX335140.1	99.452	1461	8	0	1090777	1092237	111839	113299	0.0	2654
OX335166.1	OX335140.1	99.724	1451	0	3	388638	390088	170143	171589	0.0	2654
OX335166.1	OX335140.1	99.588	1456	5	1	854317	855772	176948	178402	0.0	2654
OX335166.1	OX335140.1	99.452	1461	8	0	1090777	1092237	188303	186843	0.0	2654
OX335166.1	OX335140.1	99.724	1451	0	3	170147	171593	388633	390083	0.0	2654
OX335166.1	OX335140.1	99.452	1461	8	0	1090777	1092237	580572	579112	0.0	2654
OX335166.1	OX335140.1	99.588	1456	5	1	176952	178406	854310	855765	0.0	2654
OX335166.1	OX335140.1	99.452	1461	8	0	111841	113301	1090760	1092220	0.0	2654
OX335166.1	OX335140.1	99.452	1461	8	0	579117	580577	1092220	1090760	0.0	2654
OX335166.1	OX335140.1	99.452	1461	8	0	186847	188307	1092220	1090760	0.0	2654
OX335166.1	OX335140.1	99.588	1455	5	1	1463558	1465011	171589	170135	0.0	2652
OX335166.1	OX335140.1	99.385	1464	8	1	1192467	1193929	1177723	1176260	0.0	2652
OX335166.1	OX335140.1	99.520	1458	6	1	1176283	1177740	1193906	1192450	0.0	2652
OX335166.1	OX335140.1	99.588	1455	5	1	170139	171593	1433032	1431579	0.0	2652
OX335166.1	OX335140.1	99.792	1445	3	0	1498730	1500174	1431579	1433023	0.0	2652
OX335166.1	OX335140.1	99.792	1445	3	0	1463558	1465002	1466751	1468195	0.0	2652
OX335166.1	OX335140.1	99.792	1445	1	2	560407	561851	345722	347164	0.0	2651
OX335166.1	OX335140.1	99.792	1445	1	2	345726	347168	560403	561847	0.0	2651
OX335166.1	OX335140.1	99.385	1463	6	3	1320188	1321649	347182	345722	0.0	2649
OX335166.1	OX335140.1	99.520	1457	4	3	1498730	1500184	390083	388628	0.0	2649
OX335166.1	OX335140.1	99.587	1454	3	3	388636	390088	1468202	1466751	0.0	2649
OX335166.1	OX335140.1	100.000	1433	0	0	854324	855756	129425	127993	0.0	2647
OX335166.1	OX335140.1	99.250	1467	10	1	703909	705375	176933	178398	0.0	2647
OX335166.1	OX335140.1	99.250	1467	10	1	176937	178402	703903	705369	0.0	2647
OX335166.1	OX335140.1	100.000	1433	0	0	127996	129428	855749	854317	0.0	2647
OX335166.1	OX335140.1	99.655	1449	3	2	1385163	1386610	1373594	1375041	0.0	2647
OX335166.1	OX335140.1	100.000	1432	0	0	664145	665576	127993	129424	0.0	2645
OX335166.1	OX335140.1	99.655	1448	3	2	1405575	1407021	176955	178401	0.0	2645
OX335166.1	OX335140.1	100.000	1432	0	0	1320218	1321649	561834	560403	0.0	2645
OX335166.1	OX335140.1	100.000	1432	0	0	127996	129427	664139	665570	0.0	2645
OX335166.1	OX335140.1	100.000	1432	0	0	854325	855756	665570	664139	0.0	2645
OX335166.1	OX335140.1	99.053	1479	5	8	1405549	1407023	703901	705374	0.0	2645
OX335166.1	OX335140.1	100.000	1432	0	0	664145	665576	855749	854318	0.0	2645
OX335166.1	OX335140.1	99.053	1479	5	8	703907	705380	1373570	1375044	0.0	2645
OX335166.1	OX335140.1	99.655	1448	3	2	176959	178405	1373596	1375042	0.0	2645
OX335166.1	OX335140.1	99.930	1434	1	0	703932	705365	665570	664137	0.0	2643
OX335166.1	OX335140.1	99.792	1441	1	2	854317	855756	703918	705357	0.0	2643
OX335166.1	OX335140.1	99.861	1437	2	0	664143	665579	705359	703923	0.0	2643
OX335166.1	OX335140.1	99.792	1441	1	2	703924	705363	854310	855749	0.0	2643
OX335166.1	OX335140.1	99.930	1433	1	0	703931	705363	129425	127993	0.0	2641
OX335166.1	OX335140.1	99.930	1433	1	0	1207830	1209262	170158	171590	0.0	2641
OX335166.1	OX335140.1	99.930	1433	1	0	127996	129428	705357	703925	0.0	2641
OX335166.1	OX335140.1	99.586	1448	6	0	1207829	1209276	854317	855764	0.0	2641
OX335166.1	OX335140.1	99.586	1448	6	0	854324	855771	1207812	1209259	0.0	2641
OX335166.1	OX335140.1	99.930	1433	1	0	1498729	1500161	1209245	1207813	0.0	2641
OX335166.1	OX335140.1	99.930	1433	1	0	170162	171594	1207813	1209245	0.0	2641
OX335166.1	OX335140.1	99.930	1433	1	0	1207830	1209262	1468182	1466750	0.0	2641
OX335166.1	OX335140.1	99.586	1448	5	1	388643	390089	129439	127992	0.0	2639
OX335166.1	OX335140.1	99.654	1445	3	2	854322	855764	170155	171599	0.0	2639
OX335166.1	OX335140.1	99.586	1448	5	1	127995	129442	390084	388638	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	1207830	1209261	388652	390083	0.0	2639
OX335166.1	OX335140.1	99.382	1457	8	1	1352154	1353610	664115	665570	0.0	2639
OX335166.1	OX335140.1	99.722	1441	4	0	1498728	1500168	855751	854311	0.0	2639
OX335166.1	OX335140.1	99.654	1445	3	2	170159	171603	854315	855757	0.0	2639
OX335166.1	OX335140.1	99.586	1448	4	2	1405575	1407021	854318	855764	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	1463558	1464989	1209244	1207813	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	388657	390088	1207813	1209244	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	1405575	1407006	1253214	1251783	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	1385165	1386596	1253214	1251783	0.0	2639
OX335166.1	OX335140.1	99.586	1448	4	2	854325	855771	1373596	1375042	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	1251800	1253231	1375027	1373596	0.0	2639
OX335166.1	OX335140.1	99.930	1432	1	0	1207830	1209261	1433010	1431579	0.0	2639
OX335166.1	OX335140.1	99.722	1441	4	0	854318	855758	1468189	1466749	0.0	2639
OX335166.1	OX335140.1	99.517	1449	7	0	1251799	1253247	127992	129440	0.0	2638
OX335166.1	OX335140.1	99.517	1449	7	0	1463557	1465005	127992	129440	0.0	2638
OX335166.1	OX335140.1	99.586	1448	2	3	170150	171593	129440	127993	0.0	2638
OX335166.1	OX335140.1	98.983	1475	11	4	127996	129470	171589	170119	0.0	2638
OX335166.1	OX335140.1	99.517	1449	7	0	1207829	1209277	703925	705373	0.0	2638
OX335166.1	OX335140.1	99.518	1451	4	3	1385165	1386614	854318	855766	0.0	2638
OX335166.1	OX335140.1	99.517	1449	7	0	703931	705379	1207812	1209260	0.0	2638
OX335166.1	OX335140.1	99.517	1449	7	0	127995	129443	1251782	1253230	0.0	2638
OX335166.1	OX335140.1	99.517	1449	7	0	127995	129443	1431578	1433026	0.0	2638
OX335166.1	OX335140.1	99.654	1444	2	2	1498730	1500171	127993	129435	0.0	2636
OX335166.1	OX335140.1	99.860	1433	2	0	176958	178390	129425	127993	0.0	2636
OX335166.1	OX335140.1	99.517	1448	7	0	1207829	1209276	176954	178401	0.0	2636
OX335166.1	OX335140.1	99.860	1433	2	0	127996	129428	178386	176954	0.0	2636
OX335166.1	OX335140.1	99.860	1433	2	0	664145	665577	390083	388651	0.0	2636
OX335166.1	OX335140.1	99.860	1433	2	0	388656	390088	665571	664139	0.0	2636
OX335166.1	OX335140.1	99.860	1433	2	0	1463558	1464990	664139	665571	0.0	2636
OX335166.1	OX335140.1	99.722	1439	4	0	1463558	1464996	855749	854311	0.0	2636
OX335166.1	OX335140.1	99.517	1448	7	0	176958	178405	1207812	1209259	0.0	2636
OX335166.1	OX335140.1	99.517	1450	3	4	1405573	1407020	1353184	1354631	0.0	2636
OX335166.1	OX335140.1	99.722	1439	4	0	854318	855756	1433017	1431579	0.0	2636
OX335166.1	OX335140.1	99.860	1433	2	0	664145	665577	1431579	1433011	0.0	2636
OX335166.1	OX335140.1	99.654	1444	2	2	127996	129438	1466751	1468192	0.0	2636
OX335166.1	OX335140.1	99.860	1432	2	0	1352179	1353610	127993	129424	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	664145	665576	171589	170158	0.0	2634
OX335166.1	OX335140.1	99.449	1452	5	3	1385161	1386610	176950	178400	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	664145	665576	178386	176955	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	854325	855756	388652	390083	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	176959	178390	665570	664139	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	170162	171593	665570	664139	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	1498730	1500161	664139	665570	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	1352179	1353610	855749	854318	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	388657	390088	854318	855749	0.0	2634
OX335166.1	OX335140.1	99.860	1432	2	0	664145	665576	1466751	1468182	0.0	2634
OX335166.1	OX335140.1	99.449	1452	3	5	854325	855773	1353186	1354635	0.0	2632
OX335166.1	OX335140.1	99.791	1433	3	0	1207829	1209261	129425	127993	0.0	2630
OX335166.1	OX335140.1	99.791	1433	3	0	1405575	1407007	665570	664138	0.0	2630
OX335166.1	OX335140.1	99.791	1433	3	0	1352178	1353610	705358	703926	0.0	2630
OX335166.1	OX335140.1	99.791	1433	3	0	127996	129428	1209244	1207812	0.0	2630
OX335166.1	OX335140.1	99.791	1433	3	0	664144	665576	1375028	1373596	0.0	2630
OX335166.1	OX335140.1	99.791	1432	3	0	1405575	1407006	129424	127993	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	1385165	1386596	129424	127993	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	703932	705363	170158	171589	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	703932	705363	388652	390083	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	1385165	1386596	665570	664139	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	1207830	1209261	665570	664139	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	1498730	1500161	705357	703926	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	1463558	1464989	705357	703926	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	170162	171593	703926	705357	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	388657	390088	703926	705357	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	664145	665576	1209244	1207813	0.0	2628
OX335166.1	OX335140.1	99.381	1453	4	5	176954	178404	1353182	1354631	0.0	2628
OX335166.1	OX335140.1	99.791	1433	1	2	1251800	1253231	1354617	1353186	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	127996	129427	1375027	1373596	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	703932	705363	1433010	1431579	0.0	2628
OX335166.1	OX335140.1	99.791	1432	3	0	703932	705363	1468182	1466751	0.0	2628
OX335166.1	OX335140.1	99.721	1434	4	0	1251800	1253233	178386	176953	0.0	2627
OX335166.1	OX335140.1	99.312	1453	8	2	1352179	1353629	390083	388631	0.0	2627
OX335166.1	OX335140.1	99.515	1443	7	0	1251791	1253233	705366	703924	0.0	2627
OX335166.1	OX335140.1	99.515	1443	7	0	703930	705372	1253216	1251774	0.0	2627
OX335166.1	OX335140.1	99.515	1443	7	0	176957	178399	1253216	1251774	0.0	2627
OX335166.1	OX335140.1	99.379	1449	9	0	1463557	1465005	1251782	1253230	0.0	2627
OX335166.1	OX335140.1	99.379	1449	9	0	1251799	1253247	1431578	1433026	0.0	2627
OX335166.1	OX335140.1	99.380	1451	4	4	1352179	1353629	171589	170144	0.0	2625
OX335166.1	OX335140.1	99.721	1433	4	0	176959	178391	170158	171590	0.0	2625
OX335166.1	OX335140.1	99.721	1433	4	0	1498729	1500161	178387	176955	0.0	2625
OX335166.1	OX335140.1	99.721	1433	4	0	170162	171594	176955	178387	0.0	2625
OX335166.1	OX335140.1	99.515	1443	6	1	1385165	1386606	703926	705368	0.0	2625
OX335166.1	OX335140.1	99.721	1433	4	0	1251800	1253232	855749	854317	0.0	2625
OX335166.1	OX335140.1	99.379	1449	7	2	1405575	1407022	1207813	1209260	0.0	2625
OX335166.1	OX335140.1	99.721	1433	4	0	854324	855756	1253215	1251783	0.0	2625
OX335166.1	OX335140.1	99.379	1449	7	2	1207830	1209277	1373596	1375043	0.0	2625
OX335166.1	OX335140.1	99.721	1433	4	0	176959	178391	1468182	1466750	0.0	2625
OX335166.1	OX335140.1	99.721	1432	4	0	1463558	1464989	178386	176955	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	1352179	1353610	178386	176955	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	388657	390088	176955	178386	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	176959	178390	388652	390083	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	1251800	1253231	664139	665570	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	664145	665576	1251783	1253214	0.0	2623
OX335166.1	OX335140.1	99.721	1433	2	2	664145	665576	1354617	1353186	0.0	2623
OX335166.1	OX335140.1	99.721	1433	2	2	127996	129427	1354617	1353186	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	1352179	1353610	1431579	1433010	0.0	2623
OX335166.1	OX335140.1	99.721	1432	4	0	176959	178390	1433010	1431579	0.0	2623
OX335166.1	OX335140.1	99.379	1450	4	2	1352179	1353628	1466751	1468195	0.0	2623
OX335166.1	OX335140.1	99.378	1447	7	2	1385165	1386610	1207813	1209258	0.0	2621
OX335166.1	OX335140.1	99.651	1434	5	0	1352178	1353611	1375028	1373595	0.0	2621
OX335166.1	OX335140.1	99.651	1433	5	0	1385165	1386597	170158	171590	0.0	2619
OX335166.1	OX335140.1	99.446	1444	5	3	703932	705374	1353186	1354627	0.0	2619
OX335166.1	OX335140.1	99.651	1433	5	0	1385165	1386597	1468182	1466750	0.0	2619
OX335166.1	OX335140.1	99.651	1432	5	0	1405575	1407006	170158	171589	0.0	2617
OX335166.1	OX335140.1	99.309	1448	9	1	1251799	1253246	390084	388638	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1385165	1386596	388652	390083	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1405575	1407006	388652	390083	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1352179	1353610	1209244	1207813	0.0	2617
OX335166.1	OX335140.1	99.309	1448	9	1	388643	390089	1253229	1251782	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1498730	1500161	1375027	1373596	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1463558	1464989	1375027	1373596	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	170162	171593	1373596	1375027	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	388657	390088	1373596	1375027	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1405575	1407006	1433010	1431579	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1385165	1386596	1433010	1431579	0.0	2617
OX335166.1	OX335140.1	99.651	1432	5	0	1405575	1407006	1468182	1466751	0.0	2617
OX335166.1	OX335140.1	99.309	1448	6	4	1207830	1209275	1353186	1354631	0.0	2615
OX335166.1	OX335140.1	99.582	1434	4	2	1352179	1353611	1354617	1353185	0.0	2614
OX335166.1	OX335140.1	99.582	1434	4	2	1498729	1500161	1354618	1353186	0.0	2614
OX335166.1	OX335140.1	99.582	1434	4	2	170162	171594	1353186	1354618	0.0	2614
OX335166.1	OX335140.1	99.581	1432	6	0	1251800	1253231	171589	170158	0.0	2612
OX335166.1	OX335140.1	99.444	1439	6	1	170162	171598	1253214	1251776	0.0	2612
OX335166.1	OX335140.1	99.581	1432	6	0	1352179	1353610	1251783	1253214	0.0	2612
OX335166.1	OX335140.1	99.581	1432	6	0	1498730	1500161	1251783	1253214	0.0	2612
OX335166.1	OX335140.1	99.581	1433	4	2	1463558	1464989	1354617	1353186	0.0	2612
OX335166.1	OX335140.1	99.581	1433	4	2	388657	390088	1353186	1354617	0.0	2612
OX335166.1	OX335140.1	99.581	1432	6	0	1251800	1253231	1466751	1468182	0.0	2612
OX335166.1	OX335140.1	98.972	1459	13	2	1266364	1267822	665571	664115	0.0	2610
OX335166.1	OX335140.1	98.972	1459	13	2	664121	665577	1267805	1266347	0.0	2610
OX335166.1	OX335140.1	99.512	1433	7	0	1251800	1253232	1209244	1207812	0.0	2608
OX335166.1	OX335140.1	99.307	1442	10	0	1207829	1209270	1253215	1251774	0.0	2608
OX335166.1	OX335140.1	99.511	1432	7	0	1266365	1267796	129424	127993	0.0	2606
OX335166.1	OX335140.1	99.511	1432	7	0	1266365	1267796	176955	178386	0.0	2606
OX335166.1	OX335140.1	99.511	1432	7	0	1266365	1267796	854318	855749	0.0	2606
OX335166.1	OX335140.1	99.511	1432	7	0	176959	178390	1266348	1267779	0.0	2606
OX335166.1	OX335140.1	99.511	1432	7	0	854325	855756	1266348	1267779	0.0	2606
OX335166.1	OX335140.1	99.511	1432	7	0	127996	129427	1267779	1266348	0.0	2606
OX335166.1	OX335140.1	99.441	1432	8	0	1266365	1267796	703926	705357	0.0	2601
OX335166.1	OX335140.1	98.836	1461	13	3	1352174	1353632	1267784	1266326	0.0	2601
OX335166.1	OX335140.1	99.441	1432	8	0	703932	705363	1266348	1267779	0.0	2601
OX335166.1	OX335140.1	99.441	1432	8	0	1405575	1407006	1266348	1267779	0.0	2601
OX335166.1	OX335140.1	99.441	1432	8	0	1266365	1267796	1373596	1375027	0.0	2601
OX335166.1	OX335140.1	98.968	1453	14	1	1176290	1177742	855767	854316	0.0	2599
OX335166.1	OX335140.1	98.901	1456	15	1	854323	855777	1177725	1176270	0.0	2599
OX335166.1	OX335140.1	99.372	1433	9	0	1266364	1267796	388651	390083	0.0	2597
OX335166.1	OX335140.1	99.372	1433	9	0	1463558	1464990	1267779	1266347	0.0	2597
OX335166.1	OX335140.1	99.372	1433	9	0	388656	390088	1266347	1267779	0.0	2597
OX335166.1	OX335140.1	99.372	1433	9	0	1266364	1267796	1433011	1431579	0.0	2597
OX335166.1	OX335140.1	99.372	1432	9	0	1266365	1267796	170158	171589	0.0	2595
OX335166.1	OX335140.1	99.235	1438	11	0	1192464	1193901	388649	390086	0.0	2595
OX335166.1	OX335140.1	99.235	1438	11	0	1463555	1464992	1193884	1192447	0.0	2595
OX335166.1	OX335140.1	99.235	1438	11	0	388654	390091	1192447	1193884	0.0	2595
OX335166.1	OX335140.1	99.033	1448	12	2	1207830	1209276	1192450	1193896	0.0	2595
OX335166.1	OX335140.1	99.033	1448	12	2	1192467	1193913	1207813	1209259	0.0	2595
OX335166.1	OX335140.1	99.372	1432	9	0	1266365	1267796	1253214	1251783	0.0	2595
OX335166.1	OX335140.1	99.372	1432	9	0	1498730	1500161	1267779	1266348	0.0	2595
OX335166.1	OX335140.1	99.372	1432	9	0	170162	171593	1266348	1267779	0.0	2595
OX335166.1	OX335140.1	99.372	1432	9	0	1251800	1253231	1267779	1266348	0.0	2595
OX335166.1	OX335140.1	99.167	1441	12	0	1192464	1193904	1433013	1431573	0.0	2595
OX335166.1	OX335140.1	99.372	1432	9	0	1266365	1267796	1468182	1466751	0.0	2595
OX335166.1	OX335140.1	98.965	1449	15	0	1207829	1209277	1177724	1176276	0.0	2593
OX335166.1	OX335140.1	98.965	1449	15	0	1176293	1177741	1209260	1207812	0.0	2593
OX335166.1	OX335140.1	98.250	1486	17	7	1176285	1177764	705383	703901	0.0	2591
OX335166.1	OX335140.1	98.898	1452	15	1	1192467	1193918	854318	855768	0.0	2591
OX335166.1	OX335140.1	98.250	1486	17	7	703907	705389	1177747	1176268	0.0	2591
OX335166.1	OX335140.1	99.302	1433	10	0	1266365	1267797	1177723	1176291	0.0	2591
OX335166.1	OX335140.1	99.302	1433	10	0	1266364	1267796	1192449	1193881	0.0	2591
OX335166.1	OX335140.1	98.898	1452	15	1	854325	855775	1192450	1193901	0.0	2591
OX335166.1	OX335140.1	99.302	1433	10	0	1192466	1193898	1266347	1267779	0.0	2591
OX335166.1	OX335140.1	99.302	1433	10	0	1176308	1177740	1267780	1266348	0.0	2591
OX335166.1	OX335140.1	99.302	1432	10	0	1266365	1267796	1207813	1209244	0.0	2590
OX335166.1	OX335140.1	99.302	1432	10	0	1207830	1209261	1266348	1267779	0.0	2590
OX335166.1	OX335140.1	99.302	1432	10	0	1385165	1386596	1266348	1267779	0.0	2590
OX335166.1	OX335140.1	99.232	1433	11	0	1192467	1193899	129424	127992	0.0	2586
OX335166.1	OX335140.1	99.232	1433	11	0	1176309	1177741	127993	129425	0.0	2586
OX335166.1	OX335140.1	99.232	1433	11	0	1192466	1193898	665571	664139	0.0	2586
OX335166.1	OX335140.1	99.232	1433	11	0	127996	129428	1176292	1177724	0.0	2586
OX335166.1	OX335140.1	99.232	1433	11	0	664145	665577	1193881	1192449	0.0	2586
OX335166.1	OX335140.1	99.232	1433	11	0	127995	129427	1193882	1192450	0.0	2586
OX335166.1	OX335140.1	99.232	1432	11	0	1176309	1177740	171589	170158	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	1192467	1193898	170158	171589	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	1176309	1177740	390083	388652	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	1176309	1177740	664139	665570	0.0	2584
OX335166.1	OX335140.1	99.096	1438	13	0	170162	171599	1177723	1176286	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	664145	665576	1176292	1177723	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	388657	390088	1177723	1176292	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	1463558	1464989	1176292	1177723	0.0	2584
OX335166.1	OX335140.1	99.232	1432	11	0	1498730	1500161	1176292	1177723	0.0	2584
